credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
636,Spain,Male,76,9,126534.6,1,Sim,Sim,39789.62,Nao
719,Spain,Female,35,8,0,1,Sim,Sim,165162.4,Nao
706,Spain,Male,30,6,87609.68,2,Nao,Nao,137674.55,Sim
731,Spain,Male,41,3,0,2,Sim,Nao,101371.72,Nao
738,Spain,Male,49,3,0,3,Sim,Sim,65066.48,Sim
426,France,Male,34,9,0,2,Sim,Nao,107876.91,Nao
622,Spain,Female,36,0,108960,2,Sim,Nao,111180.3,Sim
701,Spain,Female,30,2,0,2,Sim,Nao,115650.63,Nao
512,France,Male,51,6,144953.31,1,Sim,Sim,165035.17,Nao
635,France,Male,41,4,103544.88,2,Sim,Nao,193746.55,Nao
685,France,Male,33,6,0,1,Sim,Nao,58458.26,Nao
609,France,Male,53,7,0,2,Nao,Sim,52332.85,Nao
598,Germany,Male,38,1,101487.18,1,Sim,Sim,75959.1,Sim
708,France,Male,52,10,105355.81,1,Sim,Nao,123.07,Sim
574,Spain,Male,36,4,77967.5,1,Sim,Nao,167066.95,Sim
629,France,Male,44,5,0,4,Nao,Nao,117572.59,Sim
422,Spain,Female,54,4,0,2,Sim,Sim,7166.71,Nao
656,Spain,Male,28,8,120047.77,1,Sim,Sim,137173.39,Nao
697,France,Male,32,7,175464.85,3,Sim,Nao,116442.42,Sim
718,France,Male,52,8,79475.3,3,Sim,Sim,32421.32,Sim
586,Germany,Male,37,8,167735.69,2,Nao,Sim,104665.79,Nao
481,Spain,Female,37,8,0,2,Sim,Nao,44215.86,Nao
749,France,Female,33,1,74385.98,1,Sim,Nao,20164.47,Nao
561,Germany,Male,49,5,94754,1,Sim,Sim,26691.31,Nao
676,Spain,Male,27,4,0,1,Nao,Sim,107955.67,Nao
615,Germany,Male,43,3,86920.86,1,Sim,Sim,150048.37,Nao
582,France,Female,39,1,132077.48,2,Sim,Nao,192255.15,Nao
601,France,Male,40,10,127847.86,1,Nao,Nao,173245.68,Nao
708,France,Male,34,3,0,1,Nao,Sim,121457.88,Sim
708,Germany,Male,42,9,176702.36,2,Sim,Sim,104804.74,Nao
797,Germany,Female,33,10,83555.58,1,Nao,Nao,69767.14,Nao
682,France,Male,26,8,0,2,Sim,Nao,178373.43,Nao
694,Spain,Female,39,9,0,2,Nao,Nao,99924.04,Nao
490,France,Female,40,1,0,1,Sim,Sim,49594.19,Sim
828,Spain,Male,42,10,0,1,Sim,Sim,186071.14,Nao
594,Spain,Female,38,7,96858.35,1,Sim,Nao,77511.45,Nao
579,Spain,Male,33,1,0,2,Sim,Sim,54816.57,Nao
723,France,Female,35,0,0,2,Nao,Sim,61290.99,Nao
619,Germany,Female,42,8,132796.04,3,Sim,Sim,191821.35,Sim
794,Spain,Female,30,1,154970.54,1,Nao,Sim,156768.45,Nao
674,Germany,Male,44,3,88902.21,1,Sim,Nao,73731.32,Nao
418,France,Male,28,7,98738.92,1,Sim,Nao,122190.22,Nao
502,France,Male,33,8,0,2,Sim,Sim,123509.01,Nao
678,France,Female,50,6,0,1,Sim,Nao,8199.5,Nao
599,Germany,Male,40,10,137456.28,2,Sim,Sim,14113.11,Nao
736,France,Male,29,4,0,2,Nao,Nao,51705.01,Nao
430,France,Female,60,7,73937.02,1,Sim,Nao,161937.62,Sim
537,France,Female,45,7,158621.04,1,Sim,Nao,120892.96,Sim
683,Spain,Male,30,1,113257.2,1,Sim,Sim,65035.02,Nao
828,France,Male,31,9,0,1,Nao,Sim,164257.37,Nao
691,France,Female,29,9,116536.43,1,Sim,Nao,51987.99,Nao
608,Spain,Female,28,4,0,2,Sim,Nao,10899.63,Sim
691,France,Female,60,6,101070.69,1,Sim,Nao,177355.8,Sim
718,Spain,Male,39,6,0,2,Nao,Sim,63889.1,Nao
680,Germany,Female,31,3,127331.46,3,Sim,Sim,176433.6,Nao
838,Spain,Female,41,5,0,2,Sim,Nao,81313.51,Nao
695,Spain,Female,31,5,0,2,Nao,Sim,13998.88,Nao
681,France,Male,46,0,105969.42,1,Sim,Nao,5771.56,Nao
762,France,Male,36,5,119547.46,1,Sim,Sim,42693.65,Nao
751,Spain,Male,38,7,0,2,Nao,Nao,90839.61,Nao
678,Spain,Male,28,5,138668.18,1,Sim,Sim,54144.01,Nao
634,France,Female,37,7,51582.5,2,Sim,Sim,184312.88,Nao
749,France,Male,37,7,0,2,Sim,Nao,20306.79,Nao
590,Spain,Male,37,6,169902.92,1,Sim,Sim,128256.18,Nao
610,France,Female,27,4,87262.4,2,Sim,Nao,182720.07,Nao
502,France,Male,33,7,0,2,Nao,Sim,4082.52,Nao
578,France,Female,40,7,0,2,Nao,Nao,102233.73,Nao
547,France,Female,32,2,0,2,Sim,Nao,132002.83,Nao
579,France,Female,27,9,0,2,Sim,Nao,126838.7,Nao
661,France,Male,39,5,0,2,Nao,Nao,181461.46,Nao
794,France,Male,46,6,0,2,Sim,Nao,195325.74,Nao
719,France,Male,61,5,0,2,Nao,Sim,29132.43,Nao
728,France,Female,69,1,0,2,Sim,Sim,131804.86,Nao
598,Germany,Male,19,3,150348.37,1,Sim,Sim,173784.04,Nao
822,Germany,Female,46,3,115074.02,2,Sim,Nao,26249.86,Nao
670,Spain,Female,40,3,0,1,Sim,Sim,182650.15,Nao
850,France,Male,28,8,99986.98,1,Sim,Nao,196582.55,Nao
723,Germany,Female,68,3,110357,1,Nao,Nao,141977.54,Sim
705,Germany,Male,42,8,166685.92,2,Sim,Sim,55313.51,Nao
677,Spain,Male,40,7,95312.8,1,Sim,Sim,62944.75,Nao
736,France,Male,43,4,202443.47,1,Sim,Nao,72375.03,Nao
661,Germany,Female,47,0,109493.62,1,Nao,Nao,188324.01,Sim
501,Germany,Male,38,9,88977.39,2,Nao,Sim,133403.07,Nao
516,France,Female,29,2,104982.57,1,Sim,Nao,157378.5,Nao
517,Germany,Female,59,8,154110.99,2,Sim,Nao,101240.08,Sim
766,France,Male,32,6,185714.28,1,Sim,Sim,102502.5,Nao
520,Germany,Female,23,3,116022.53,2,Sim,Sim,37577.66,Nao
541,France,Male,46,6,0,2,Sim,Sim,83456.67,Nao
790,Germany,Female,34,2,164011.48,1,Sim,Nao,199420.41,Nao
797,France,Male,31,9,0,2,Sim,Sim,24748.89,Nao
811,France,Male,40,1,101514.89,1,Sim,Sim,121765,Nao
722,Spain,Female,32,4,0,2,Sim,Sim,113666.48,Nao
675,France,Male,28,9,0,1,Sim,Nao,134110.93,Nao
660,Germany,Male,39,9,134599.33,2,Sim,Nao,183095.87,Nao
566,Spain,Male,32,10,147511.26,1,Sim,Sim,159891.03,Nao
768,France,Male,25,0,78396.08,1,Sim,Sim,8316.19,Nao
610,Spain,Female,31,5,0,2,Nao,Nao,63736.36,Nao
715,France,Female,31,3,110581.29,1,Sim,Sim,94715.24,Nao
750,Germany,Male,42,8,151836.36,2,Sim,Nao,68695.38,Nao
431,Germany,Male,45,5,83624.55,2,Nao,Nao,36899.62,Nao
704,France,Male,24,2,148197.15,2,Sim,Nao,182775.08,Nao
535,Spain,Female,30,5,122924.75,1,Nao,Nao,62390.59,Sim
614,France,Female,38,4,72594,1,Sim,Sim,76042.48,Nao
748,France,Male,38,4,115221.36,1,Nao,Sim,70956.75,Nao
492,Germany,Male,51,8,117808.74,2,Sim,Sim,67311.12,Nao
573,France,Male,40,7,147754.68,1,Sim,Sim,110454.46,Nao
706,Spain,Female,53,3,0,3,Nao,Nao,88479.02,Sim
680,France,Male,31,10,113292.17,1,Sim,Sim,122639.73,Nao
458,Spain,Male,36,5,0,2,Sim,Nao,79723.78,Nao
612,Germany,Male,44,2,115163.38,1,Sim,Sim,97677.52,Sim
809,Germany,Male,50,10,118098.62,1,Sim,Sim,100720.02,Sim
590,France,Male,39,9,0,2,Sim,Sim,104730.52,Nao
602,France,Male,35,8,0,1,Sim,Sim,22499.29,Nao
540,Spain,Male,37,0,120825.7,1,Sim,Nao,28257.89,Nao
494,France,Male,25,6,0,2,Nao,Sim,109988.09,Nao
797,France,Male,29,1,0,1,Nao,Sim,149991.32,Nao
526,Germany,Male,61,6,133845.28,2,Sim,Sim,45180.8,Nao
631,Spain,Male,38,7,0,2,Sim,Nao,181605.85,Nao
576,France,Female,29,5,108541.04,1,Sim,Sim,126469.09,Nao
405,France,Male,39,10,0,1,Sim,Nao,160810.85,Sim
555,France,Male,30,1,0,2,Nao,Nao,88146.86,Nao
750,Spain,Female,37,2,113817.06,1,Nao,Nao,88333.74,Nao
665,France,Male,28,8,137300.23,1,Sim,Nao,90174.83,Nao
640,Spain,Male,37,5,158024.38,1,Sim,Nao,81298.09,Nao
457,France,Female,33,7,127837.54,1,Nao,Sim,60013.17,Nao
695,France,Male,36,4,161533,1,Sim,Nao,100940.91,Nao
645,France,Male,31,7,161171.7,2,Sim,Nao,12599.94,Sim
647,Spain,Male,32,9,80958.36,1,Sim,Sim,128590.73,Nao
808,Spain,Male,25,7,0,2,Nao,Sim,23180.37,Nao
641,France,Male,33,2,146193.6,2,Sim,Sim,55796.83,Sim
700,Spain,Male,29,8,0,2,Nao,Sim,152097.02,Nao
660,Germany,Male,26,4,115021.76,1,Nao,Sim,162443.05,Nao
615,Spain,Male,41,1,126773.43,1,Sim,Sim,55551.26,Nao
705,Germany,Female,40,3,92889.91,1,Sim,Sim,109496.69,Nao
718,France,Male,48,9,0,2,Sim,Sim,72105.63,Nao
754,France,Male,61,5,146622.35,1,Sim,Sim,41815.22,Sim
713,Germany,Male,45,4,131038.14,1,Sim,Nao,74005.04,Sim
587,France,Female,46,6,88820.29,1,Nao,Nao,70224.34,Nao
569,Spain,Male,31,1,115406.97,1,Nao,Nao,145528.22,Nao
568,France,Female,38,3,132951.92,1,Nao,Sim,124486.28,Nao
634,Germany,Male,74,5,108891.7,1,Sim,Nao,10078.02,Nao
770,Germany,Female,46,5,141788.63,2,Nao,Nao,164967.21,Nao
676,Spain,Female,64,4,116954.32,1,Sim,Sim,91149.48,Nao
723,Germany,Female,47,10,90450,2,Nao,Nao,103379.31,Sim
614,Germany,Female,39,8,125997.22,1,Sim,Sim,128049.34,Sim
601,Spain,Female,41,3,0,2,Sim,Nao,54342.83,Nao
592,France,Male,60,9,0,4,Sim,Sim,13614.01,Sim
605,Spain,Female,36,9,0,2,Nao,Sim,35521.63,Nao
752,Spain,Female,31,4,144637.86,2,Sim,Nao,40496.72,Nao
677,France,Female,29,3,86616.35,1,Nao,Nao,91903.9,Sim
850,France,Male,31,8,0,2,Sim,Nao,178667.7,Nao
608,Germany,Female,48,2,127924.25,2,Sim,Nao,32202.61,Nao
786,Spain,Female,34,9,0,2,Sim,Nao,117034.32,Nao
777,France,Female,29,9,131240.61,1,Sim,Sim,163746.09,Sim
667,Spain,Male,31,5,0,2,Sim,Sim,20346.69,Nao
848,Spain,Male,35,5,120046.74,2,Sim,Nao,84710.65,Nao
486,France,Female,39,8,97819.36,1,Nao,Sim,120531.31,Nao
598,Spain,Female,64,1,62979.93,1,Sim,Sim,152273.57,Nao
506,France,Female,40,3,0,1,Sim,Sim,144345.58,Nao
612,Germany,Male,46,9,161450.03,1,Sim,Sim,96961,Sim
545,France,Male,30,3,0,2,Sim,Nao,170307.43,Nao
793,France,Male,56,8,119496.25,2,Sim,Nao,29880.99,Nao
682,France,Female,30,9,0,2,Sim,Sim,195104.91,Nao
517,France,Male,62,1,43772.66,3,Sim,Nao,187756.24,Sim
684,France,Male,32,9,100249.41,2,Nao,Sim,67599.69,Nao
692,Spain,Male,46,2,0,2,Sim,Sim,105983.09,Nao
740,France,Female,60,5,108028.08,2,Nao,Nao,25980.42,Sim
666,Germany,Male,71,1,53013.29,2,Sim,Sim,112222.64,Nao
693,France,Male,68,2,0,2,Sim,Sim,59864.96,Nao
757,Germany,Male,33,1,122088.67,1,Sim,Nao,42581.09,Nao
684,Germany,Male,18,9,90544,1,Nao,Sim,4777.23,Nao
691,Spain,Male,35,6,0,2,Nao,Sim,178038.17,Nao
842,France,Male,44,3,141252.18,4,Nao,Sim,128521.16,Sim
482,France,Female,35,5,147813.05,2,Nao,Nao,109029.72,Nao
735,France,Male,55,6,134140.68,1,Sim,Nao,2267.88,Nao
681,France,Female,63,7,0,2,Sim,Sim,55054.48,Nao
616,France,Female,31,8,0,1,Nao,Sim,76456.17,Nao
850,France,Female,35,2,128548.49,4,Sim,Nao,75478.95,Sim
635,France,Male,43,10,122198.21,2,Nao,Sim,179144.54,Nao
638,Germany,Male,42,8,145177.84,1,Sim,Nao,193471.74,Sim
820,Spain,Female,31,2,94222.53,1,Sim,Nao,103570.8,Nao
694,Germany,Female,58,1,143212.22,1,Nao,Nao,102628.56,Sim
713,France,Male,41,3,0,2,Sim,Nao,55772.04,Nao
543,Germany,Male,41,6,143350.41,1,Sim,Sim,192070.16,Sim
649,France,Female,41,3,130931.83,1,Sim,Sim,144808.37,Nao
777,France,Female,30,4,137851.31,1,Sim,Nao,5008.23,Sim
561,France,Male,33,6,0,2,Nao,Nao,173680.39,Nao
724,Spain,Male,41,5,0,1,Nao,Sim,115753.94,Nao
665,Spain,Female,51,8,0,1,Sim,Sim,38928.48,Sim
441,France,Male,60,1,140614.15,1,Nao,Sim,174381.23,Nao
579,Spain,Male,22,3,118680.57,1,Sim,Sim,49829.8,Nao
777,Germany,Male,35,7,122917.69,1,Sim,Sim,76169.68,Nao
739,France,Female,36,0,0,2,Nao,Nao,133465.57,Nao
660,France,Male,40,5,131754.11,2,Sim,Sim,38761.61,Nao
554,France,Female,35,8,0,2,Sim,Sim,176779.46,Nao
850,France,Female,24,6,0,2,Sim,Sim,13159.9,Nao
842,Germany,Female,35,9,119948.09,1,Sim,Nao,48217.97,Sim
785,France,Female,38,1,0,1,Sim,Nao,134964.85,Sim
550,France,Male,25,0,0,2,Sim,Sim,184221.11,Nao
750,Spain,Female,39,6,0,2,Nao,Nao,19264.33,Nao
490,Spain,Female,38,3,97266.1,1,Sim,Sim,92797.23,Nao
605,Germany,Male,28,10,113690.83,1,Sim,Nao,33114.24,Nao
563,Spain,Female,42,6,99056.22,2,Sim,Nao,154347.95,Sim
675,France,Male,34,8,0,2,Sim,Sim,184842.21,Nao
621,Spain,Female,36,7,116338.68,1,Sim,Sim,155743.48,Nao
850,France,Male,40,6,97339.99,1,Nao,Sim,88815.25,Nao
711,France,Male,41,3,0,2,Sim,Sim,193747.57,Nao
549,Germany,Female,55,1,137592.31,2,Nao,Sim,116548.02,Sim
764,Germany,Male,34,6,108760.27,2,Sim,Nao,166324.79,Sim
627,Germany,Male,30,3,128770.88,2,Sim,Sim,40199.01,Nao
850,France,Female,34,2,0,2,Nao,Nao,51919.04,Nao
614,Spain,Female,36,1,44054.84,1,Sim,Sim,73329.08,Nao
685,Germany,Female,44,2,119657.53,1,Sim,Nao,145387.05,Sim
683,Germany,Female,49,7,108797.63,2,Nao,Nao,140763.18,Nao
643,Spain,Male,35,2,0,2,Nao,Nao,67979.35,Nao
561,Germany,Female,49,1,102025.32,1,Sim,Nao,133051.64,Sim
601,Spain,Female,20,9,122446.61,2,Sim,Nao,86791.9,Nao
766,France,Female,27,7,158786.67,2,Nao,Sim,47579.25,Nao
699,France,Male,29,3,125689.29,1,Sim,Sim,151623.71,Nao
850,Germany,Male,29,1,154640.41,1,Sim,Sim,164039.51,Nao
792,Germany,Female,50,4,146710.76,1,Sim,Nao,16528.4,Sim
636,Germany,Male,67,7,136709.35,1,Nao,Sim,66753.1,Sim
850,Germany,Male,43,5,129305.09,2,Nao,Sim,19244.58,Nao
628,Spain,Male,40,10,0,2,Sim,Nao,103832.58,Nao
736,France,Female,63,10,0,2,Nao,Sim,502.7,Nao
711,France,Female,21,0,82844.33,2,Nao,Sim,1408.68,Nao
583,Spain,Female,22,2,0,2,Nao,Sim,5985.36,Nao
757,France,Male,46,0,0,2,Sim,Nao,37460.05,Nao
749,Germany,Female,33,10,76692.22,1,Nao,Sim,30396.43,Nao
705,France,Male,34,7,117715.84,1,Sim,Nao,2498.67,Nao
585,France,Male,54,8,87105.32,1,Sim,Sim,55346.14,Nao
437,France,Female,43,6,0,1,Sim,Nao,148330.97,Sim
741,France,Female,64,2,69311.16,1,Sim,Sim,59237.72,Nao
738,France,Male,26,9,0,2,Sim,Sim,48644.94,Nao
586,Spain,Female,33,10,66948.67,2,Sim,Sim,140759.03,Nao
627,France,Female,57,9,0,2,Sim,Sim,107712.42,Nao
551,Spain,Male,76,2,128410.71,2,Sim,Sim,181718.73,Nao
606,Germany,Male,38,3,99897.53,1,Nao,Nao,37054.65,Nao
674,France,Male,22,3,0,1,Sim,Sim,173940.59,Nao
584,Germany,Female,31,6,152622.34,1,Sim,Nao,99298.8,Nao
590,France,Male,40,8,0,2,Sim,Nao,62933.03,Nao
585,France,Male,56,4,138227.19,2,Sim,Sim,55287.84,Nao
508,France,Female,25,2,111395.53,1,Nao,Sim,48197.06,Nao
458,Germany,Male,44,7,84386.57,1,Sim,Nao,178642.73,Nao
692,France,Female,36,3,0,2,Sim,Sim,8282.22,Nao
502,Germany,Male,33,5,174673.65,2,Sim,Nao,33300.56,Nao
518,France,Male,46,3,0,2,Sim,Nao,76515.79,Nao
660,Germany,Male,46,5,109019.65,2,Sim,Sim,33680.56,Nao
698,Germany,Female,52,1,107906.75,1,Sim,Nao,168886.39,Sim
678,France,Male,54,7,128914.97,1,Nao,Nao,191746.23,Sim
773,Spain,Male,63,9,111179.83,1,Sim,Sim,93091.02,Nao
619,Germany,Female,52,8,124099.13,1,Nao,Nao,23904.52,Nao
684,Germany,Male,59,9,122471.09,1,Nao,Sim,15807.07,Nao
635,France,Male,34,3,134692.4,2,Sim,Sim,83773.02,Nao
680,France,Female,25,4,123816.5,1,Sim,Sim,90162.35,Nao
608,Germany,Male,34,3,106288.54,1,Sim,Sim,36639.25,Nao
603,Germany,Female,55,7,127723.25,2,Sim,Nao,139469.11,Sim
579,Spain,Male,43,2,145843.82,1,Sim,Sim,198402.37,Sim
756,Germany,Female,34,2,148200.72,1,Nao,Nao,194584.48,Nao
611,France,Male,30,2,104145.65,1,Nao,Nao,159629.64,Nao
532,Germany,Male,24,8,142755.25,1,Nao,Nao,34231.48,Nao
684,Germany,Female,63,3,81245.79,1,Sim,Nao,69643.31,Sim
647,Germany,Female,33,3,168560.46,2,Nao,Nao,90270.16,Nao
583,France,Male,38,8,0,1,Sim,Nao,47848.56,Nao
774,Germany,Male,42,2,132193.94,2,Sim,Sim,162865.52,Nao
677,France,Male,58,9,0,1,Nao,Sim,168650.4,Nao
542,Germany,Male,25,8,139330.1,1,Nao,Nao,54372.37,Nao
613,Spain,Male,29,0,0,2,Nao,Sim,133897.32,Nao
666,France,Male,40,5,0,2,Sim,Nao,147878.05,Nao
777,France,Female,28,2,134571.5,1,Nao,Sim,118313.38,Nao
581,Germany,Male,50,2,143829.2,2,Sim,Nao,181224.24,Sim
705,France,Male,32,7,0,2,Sim,Nao,7921.57,Nao
673,France,Female,44,8,133444.97,1,Nao,Sim,5708.19,Nao
594,Germany,Female,23,4,104753.84,2,Sim,Nao,56756.52,Sim
648,Germany,Female,51,2,116574.84,1,Sim,Nao,4121.04,Sim
605,France,Male,41,10,0,2,Nao,Sim,97213.09,Nao
734,France,Female,40,9,176914.8,1,Sim,Sim,12799.23,Nao
572,France,Female,36,8,68348.18,2,Nao,Sim,50400.32,Nao
595,France,Female,33,9,0,2,Sim,Sim,41447.86,Nao
749,France,Male,42,2,56726.83,2,Nao,Sim,185543.35,Nao
573,Spain,Male,46,3,65269.23,1,Nao,Sim,189988.65,Sim
624,Spain,Male,33,6,66220.17,1,Nao,Sim,170819.01,Nao
703,France,Male,56,9,0,1,Nao,Nao,85547.33,Sim
665,France,Female,41,8,96147.55,1,Sim,Nao,137037.97,Nao
648,France,Male,42,4,0,2,Sim,Nao,19283.14,Nao
850,Spain,Male,48,2,0,1,Sim,Nao,169425.3,Sim
569,Germany,Female,32,8,145330.43,1,Sim,Sim,132038.65,Nao
566,France,Female,21,3,0,2,Sim,Sim,3626.47,Nao
537,Germany,Female,47,4,124192.28,2,Sim,Sim,50881.51,Nao
706,Germany,Female,46,7,111288.18,1,Sim,Sim,149170.25,Sim
734,France,Male,43,7,107805.67,1,Nao,Nao,182505.68,Nao
586,Germany,Female,36,5,103700.69,1,Sim,Nao,194072.56,Sim
612,France,Female,38,1,0,2,Sim,Sim,9209.21,Nao
648,France,Male,34,0,0,1,Sim,Sim,167931.81,Nao
557,France,Female,27,3,87739.08,1,Sim,Sim,123096.56,Nao
643,Spain,Female,20,0,133313.34,1,Sim,Sim,3965.69,Nao
433,France,Female,49,10,0,1,Sim,Sim,87711.61,Nao
643,Germany,Male,41,7,154902.66,1,Sim,Sim,49667.28,Nao
488,France,Female,36,0,0,2,Sim,Nao,136675.22,Nao
758,Germany,Male,68,6,112595.85,1,Sim,Nao,35865.44,Sim
743,Germany,Male,39,3,119695.75,1,Nao,Sim,26136.13,Nao
730,France,Female,47,7,0,1,Sim,Nao,33373.26,Sim
746,Spain,Male,49,7,0,2,Nao,Sim,10096.25,Nao
666,Germany,Female,59,8,152614.51,2,Sim,Sim,188782.3,Nao
580,Germany,Female,33,7,131647.01,2,Nao,Nao,79775.19,Nao
850,France,Male,27,6,96654.72,2,Nao,Nao,152740.16,Nao
563,France,Male,22,3,137583.04,1,Nao,Sim,5791.85,Nao
766,Germany,Female,28,3,62717.84,2,Sim,Sim,13182.43,Nao
659,France,Male,32,9,95377.13,1,Nao,Sim,187551.24,Nao
607,Spain,Male,28,1,135936.1,2,Sim,Sim,110560.14,Nao
644,Germany,Male,35,5,161591.11,3,Sim,Sim,63795.62,Nao
746,France,Male,47,8,142382.03,1,Sim,Sim,62086.62,Nao
588,Spain,Male,33,2,0,2,Sim,Sim,12483.56,Nao
691,Spain,Male,30,9,0,2,Nao,Sim,10963.04,Nao
666,France,Female,38,6,127043.09,1,Sim,Sim,8247,Nao
640,Spain,Female,46,3,0,1,Sim,Sim,156260.08,Nao
611,Germany,Female,29,4,78885.88,2,Sim,Sim,26927.69,Nao
651,Spain,Female,45,8,95922.9,1,Sim,Nao,84782.42,Sim
529,France,Female,29,8,0,2,Sim,Nao,19842.11,Nao
676,France,Female,36,3,91711.59,1,Sim,Sim,95393.43,Nao
639,Germany,Female,46,10,110031.09,2,Sim,Sim,133995.59,Nao
782,France,Male,36,5,81210.72,2,Nao,Sim,108003.38,Nao
641,Germany,Male,32,5,122947.92,1,Sim,Sim,99154.86,Nao
697,France,Female,38,1,182065.85,1,Sim,Nao,49503.5,Nao
623,France,Male,45,0,0,1,Sim,Nao,196533.72,Sim
494,Spain,Female,41,2,69974.66,2,Sim,Nao,188426.13,Sim
731,France,Female,38,10,123711.73,2,Sim,Nao,171340.68,Sim
657,France,Male,44,6,76495.04,1,Sim,Nao,79071.89,Nao
744,France,Female,38,9,0,2,Nao,Nao,20940.76,Nao
774,Spain,Male,46,9,0,2,Sim,Sim,34774.26,Nao
850,Germany,Female,45,1,121874.89,1,Nao,Nao,6865.41,Sim
551,France,Female,45,6,0,2,Sim,Sim,51143.43,Nao
638,France,Male,36,6,188455.19,1,Nao,Nao,47031.4,Sim
792,France,Female,42,0,99045.93,2,Sim,Nao,47160.01,Nao
666,France,Female,36,8,0,1,Nao,Sim,158666.99,Nao
716,Germany,Female,30,2,205770.78,2,Nao,Nao,65464.66,Nao
594,France,Female,31,0,79340.95,1,Sim,Nao,78255.86,Nao
600,Germany,Male,57,9,138456.03,2,Sim,Sim,103548.25,Nao
565,France,Male,49,7,0,2,Sim,Sim,89609.26,Nao
678,Germany,Male,48,2,101099.9,2,Nao,Sim,193476.04,Nao
648,Spain,Female,31,5,0,2,Sim,Sim,5199.02,Nao
642,France,Male,40,8,109219.83,1,Sim,Nao,52827.51,Nao
706,Germany,Male,67,1,123276.69,2,Sim,Sim,86507.88,Sim
668,Spain,Male,43,10,113034.31,1,Sim,Sim,100423.88,Nao
635,Spain,Male,41,1,0,2,Sim,Nao,175611.5,Nao
603,Spain,Male,30,6,129548.5,2,Sim,Sim,19282.85,Nao
635,France,Female,72,4,74812.84,1,Nao,Sim,27448.33,Nao
642,France,Female,40,7,0,2,Sim,Nao,183963.34,Nao
785,Spain,Female,54,1,0,2,Sim,Nao,45113.92,Sim
628,Germany,Female,28,3,153538.13,2,Sim,Nao,110776.01,Nao
499,France,Female,38,9,0,2,Nao,Sim,183042.2,Nao
567,Spain,Male,34,10,0,2,Nao,Sim,161571.79,Nao
449,Spain,Male,32,0,155619.36,1,Sim,Sim,166692.03,Nao
701,Spain,Male,35,10,159693.9,2,Sim,Sim,71173.64,Nao
613,Spain,Male,37,3,171653.17,1,Nao,Sim,5353.12,Nao
683,Germany,Female,39,2,47685.47,2,Sim,Sim,86019.48,Nao
581,France,Male,35,4,0,2,Nao,Sim,86383.82,Nao
620,France,Male,61,5,0,1,Nao,Nao,31641.52,Sim
561,Spain,Male,28,6,123692,1,Sim,Sim,70548.96,Nao
558,Germany,Male,26,1,148853.29,2,Sim,Sim,24411.02,Nao
642,France,Male,35,2,133161.95,1,Nao,Sim,122254.86,Nao
805,Germany,Male,24,6,143221.35,2,Sim,Nao,186035.72,Nao
687,France,Male,35,9,0,2,Nao,Sim,73133.82,Nao
695,Spain,Male,56,1,0,3,Sim,Nao,187734.49,Sim
562,France,Male,33,6,0,2,Sim,Nao,111590.35,Nao
613,Germany,Male,38,9,126265.88,2,Nao,Nao,15859.95,Nao
589,France,Male,37,5,0,1,Sim,Nao,61324.87,Nao
593,Spain,Male,31,8,112713.34,1,Sim,Sim,176868.89,Nao
714,France,Male,34,5,141173.03,1,Nao,Sim,98896.06,Nao
588,Spain,Female,35,7,0,2,Sim,Sim,108739.15,Nao
679,Spain,Male,39,6,0,2,Sim,Nao,12266.06,Nao
730,Spain,Male,38,5,118866.36,1,Sim,Sim,163317.5,Nao
833,France,Male,47,2,0,2,Sim,Sim,182247.77,Nao
586,Spain,Female,33,7,0,2,Sim,Sim,168261.4,Nao
567,Spain,Female,54,5,92316.31,2,Sim,Nao,158590.66,Sim
637,Germany,Male,30,1,122185.53,1,Sim,Nao,102566.46,Sim
711,France,Male,38,4,123345.85,1,Sim,Nao,141827.83,Nao
828,France,Male,30,4,73070.18,2,Nao,Nao,161671.15,Nao
500,Spain,Male,38,7,0,2,Nao,Nao,192013.23,Nao
807,France,Male,47,1,95120.59,1,Nao,Nao,127875.1,Nao
850,France,Male,40,8,102800.65,1,Sim,Nao,60811.56,Nao
782,France,Female,70,7,97072.42,1,Nao,Sim,131177.22,Nao
629,Spain,Male,31,6,132876.55,1,Sim,Sim,130862.11,Nao
582,Spain,Male,33,6,0,2,Nao,Sim,72970.93,Nao
468,France,Male,22,2,0,2,Sim,Nao,28123.99,Nao
670,France,Male,36,3,0,1,Sim,Nao,140754.19,Sim
805,France,Male,39,2,0,1,Nao,Nao,166650.32,Nao
720,France,Male,26,10,51962.91,2,Sim,Nao,45507.24,Nao
781,Spain,Female,29,6,98759.89,1,Nao,Nao,112202.64,Nao
592,Germany,Male,33,2,156570.86,1,Sim,Sim,37140.2,Nao
542,France,Female,42,1,0,1,Sim,Sim,178256.58,Sim
532,France,Male,42,1,159024.71,1,Sim,Nao,100982.93,Sim
520,France,Female,39,1,73493.17,1,Nao,Sim,109626.13,Sim
759,France,Female,45,8,0,2,Sim,Sim,99251.24,Nao
473,France,Female,35,6,69617.36,1,Sim,Nao,143345.69,Nao
639,Spain,Female,35,5,136526.26,2,Sim,Nao,59653.03,Nao
705,France,Male,25,3,113736.27,1,Nao,Sim,196864.61,Nao
530,France,Male,52,1,106723.28,1,Nao,Nao,109960.4,Sim
516,Germany,Female,33,10,138847.9,1,Sim,Sim,127256.7,Nao
